object_id,ddf,type,mjd_diff,detected_mean,flux_min,flux_max,flux_mean,flux_median,flux_std,flux_skew,flux_err_min,flux_err_max,flux_err_mean,flux_err_median,flux_err_std,flux_err_skew,flux_ratio_sq_sum,flux_ratio_sq_skew,flux_by_flux_ratio_sq_sum,flux_by_flux_ratio_sq_skew,flux_diff,flux_dif2,flux_w_mean,flux_dif3,hostgal_photoz,hostgal_photoz_err,distmod,mwebv
1926,1,1.0,0.6362496069689848,-2.0431151448021527,0.30006802157485973,-1.6450774748586166,-1.0617415712751985,-0.7356437926551731,-1.6255668246347237,-1.4935761238518086,-0.7400036353155306,0.9214707814496832,-0.6869034580236681,-0.7018700412802878,-0.6381083059352882,1.2860733955245176,-0.6548685343227356,1.4938818817335124,-0.5760800922787807,1.384626593268932,-1.4281226395579374,-2.603595547635918,-0.7120430590005782,0.8594188472649136,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.6241447422049652
3423,1,0.0,-0.6127536135986811,-0.6394618524871729,1.8668740036963198,-1.4880115787966661,-0.6555412642977347,-0.45563939747262,-1.6558922959112352,0.4770777741044413,-1.3251391059227906,-1.367396962538677,-1.1755154002814572,-0.9681501485667602,-1.2173634652331944,0.6280964876898434,-0.5783373598797956,0.4657804327474621,-0.6158028835911121,1.6120557632357015,-1.7786359608300204,0.05964390451059056,-0.8030111243332037,0.594241341294536,1.4997786573413987,0.7430296627823518,1.499805879855403,-0.6241447422049652
4819,1,0.0,0.18559453885643473,0.9258578968225608,1.9196240256446901,0.5556930450381464,0.6179385650384581,0.2187780221400695,0.15731131608295162,0.9251401657092945,-1.0351648564477298,-1.4202264544835659,-1.5180338839692404,-1.2346624381064788,-1.5366267158163118,0.7071012179563586,1.2880945644384303,0.5322252418424668,1.2698148229244601,0.9178871783041422,0.25352230620718214,-0.17827113906659656,0.6089390800053863,-0.3321582433192571,0.2479879981671623,-0.47802468927861064,0.24788996457035756,-0.2887499011570307
7566,1,1.0,0.7781277269787672,-0.13103142101896367,0.11605370615600898,-1.5350630433323982,-1.1508750681992936,-0.9301220111838339,-1.35783444548557,-1.7669959105907478,-0.7581740820991733,0.15635158811501057,-1.2149540612201015,-1.4370555327846324,-0.9931672907393325,1.644200855177655,0.4540087729396317,1.0872426809440379,-1.3643776037207436,-2.521356378456739,-1.3291081117627463,-1.5978371336796107,-1.2421843441246634,-1.2929224351046402,-5.199337582605575,-5.199337582605575,-5.199337582605575,-1.3100166880582473
9184,1,0.0,1.1649849830430643,1.6154676406174333,-0.07810054779234603,-0.4253172522203038,1.2150642391723598,1.727084965297114,-0.017579353819434904,-1.2235182011972703,0.26010292808696295,0.28318239253751953,-0.6805268282607695,-0.6930757572591324,-0.836606551055007,1.2974117040198534,1.2696649869475805,-1.3383641864653635,1.0109411824054824,-0.8418229867523889,-0.5051036157973908,-0.9992129933100613,-0.1031891488883342,0.3670488109407087,1.544063863671806,1.1701148115769717,1.544050964426279,-1.0272467187906675
10757,1,0.0,-0.5091824981850812,0.7317073363994512,1.7256528204950083,0.42204430710206786,0.8947722553261195,-0.3116162818710519,0.5285879508075242,0.1965058794076675,-1.756694043493944,-1.889851306895247,-1.8465588126764603,-1.6092752278166633,-2.3651669420849104,0.40063790907721825,1.7324591341616378,-0.8074813241487517,1.59923870485829,-0.5658975193576702,0.07470590706571967,-0.7821452354273252,0.6211369581631189,-0.7623664248314762,-0.1473156467698586,0.02007444749317332,-0.14744031019308276,-1.7219140740079046
12695,1,1.0,1.1400769252954006,2.4028536529616367,-1.7616222447026453,1.8092630735009463,-2.3548964695226995,-2.3843106687902615,1.836407237028195,-0.5323755309630613,0.9146110857476849,-1.0063857560914973,-0.6380923972461195,-0.562315117245048,-1.0009694918739498,-1.8924511039537188,3.023142543217843,-2.6698435297705263,-2.8906859906054674,-1.0117059016672159,1.7910955713005468,-1.2098004953284676,-1.879671804646459,-1.7400385888601166,-5.199337582605575,-5.199337582605575,-5.199337582605575,-1.4865370019712372
14279,1,0.0,0.21535295904471763,0.882704548266459,1.3643901787659436,-0.22330326498386321,0.22347911939173884,0.04946078027418232,-0.7079198000630875,0.5835837531805694,-1.9546214260091983,-1.9435020601558473,-2.043907053236974,-1.9996471046773108,-1.8601969503427225,0.3613330118643562,0.9867013066899549,-0.14245386865296678,0.8137802916659774,-0.007919260402849706,-0.8182602232586688,-0.4442530283839172,-0.019204731411459786,-0.19349646231901138,1.0564406173675776,1.1302598426607005,1.0564144589606526,-1.4865370019712372
15626,1,1.0,0.7918806925617435,-0.945616266743319,-0.44511086836066954,-2.1314207383646147,-1.1114324382947713,-0.7748674504773666,-1.5056916272425005,-2.5121137133081977,-0.7152043402048166,-1.2021931965271047,-0.9462225911527746,-0.7837433340376129,-1.3758113155385105,0.8481270058104048,0.14178368909844338,2.280000569987046,-1.3339864243441104,-3.009771143465651,-1.3073259297258994,-1.9822940847977386,-1.3270258882796904,-1.102143587992083,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.4183712879116543
16802,1,0.0,0.11709724261810601,0.43332680913546234,1.02987909361455,-0.16259875711292518,-0.05969724104067026,-0.27434456735841334,-0.7680571904133867,0.9830690519173693,-2.249985306362616,-2.1524133387484516,-2.1574052104911026,-2.125945324313778,-1.8775064975924782,0.3482922158901328,0.8340306812518326,0.6499640562530156,0.7455040489917439,0.4577770801840193,-0.6641445555913201,0.10311487930948575,0.09785910210430081,-0.3916091236368069,0.39600091146638006,0.18547963396527267,0.3959448703006754,-1.7219140740079046
